client_id,instagrambrands
1856286924,"{1998816277,1998816301,1998816387,1998816411,1998816241,1998816409,1998816276,1998816300,1998816223,1998816271,1998816295,1998816319,1998788480,1998816224,1998816248,1998816272,1998816296,1998816392,1998825728,1998816225,1998816249,1998816273,1998816297,1998816321,1998816393,1998825729,1998816211,1998816212,1998816313,1998786604,1998816210,1998816209,1998816229,1998816222,1998816216,1998816240,1998816217,1998816218,1998816242,1998816219,1998816243,1998816220,1998816244,1998816221,1998816245,1998816226,1998816234,1998816227,1998816230,1998816228,1998816231,1998816232,1998816233,1998816214,1998816235,1998816236,1998816213,1998816237,1998816238,1998816215,1998816239,1998816253,1998816264,1998816265,1998816268,1998816266,1998816267,1998816269,1998816258,1998816246,1998816270,1998816250,1998816274,1998816254,1998816251,1998816255,1998816252,1998816256,1998816257,1998816262,1998816260,1998816259,1998816261,1998816263,1998816282,1998816288,1998816289,1998816290,1998816291,1998816292,1998816293,1998816294,1998816298,1998816306,1998816278,1998816275,1998816299,1998816302,1998816279,1998816303,1998816286,1998816280,1998816304,1998816281,1998816305,1998816284,1998816285,1998816287,1998816283,1998816314,1998816312,1998816315,1998816316,1998816317,1998816318,1998816322,1998816378,1998816311,1998816307,1998816379,1998816310,1998816382,1998816308,1998816380,1998816309,1998816381,1998816397,1998816394,1998816384,1998816408,1998816385,1998816386,1998816410,1998816388,1998816412,1998816389,1998816413,1998816390,1998816414,1998816402,1998816391,1998816395,1998816398,1998816396,1998816399,1998816400,1998816401,1998816406,1998816404,1998816403,1998816405,1998816383,1998816407,1998816415,1998816418,1998816417,1998825725,1998825726,1998825727,1998980167}"
1997392243,"{1998994735,1998857825,1998880475,1998880476,1998996698}"
1997395877,{1999257250}
1997396971,"{1999702990,1999621106,1999607257,1999733120,1999332980,1999454592}"
1997394638,{1999210963}
1997398704,"{1999700061,1999700062,1999617791}"
1997398871,{1999635379}
1997391869,{1999731361}
1997393533,"{1998959550,1998959551,1998959552,1998959553,1998897888,1998928012,1998959554,1998959555,1999008250,1999015920,1999173447,1999203098}"
1997393840,{1999036944}
1997395691,{1999346469}
1997392850,{1998806589}
1997386430,"{1998747136,1999414153}"
1722928256,"{1999629677,1999651386,1999317973,1998714978,1998973364,1999152978,1999152975,1999292779}"
1803907578,"{1999210254,1998894798,1998927583,1998927590,1998770129,1998927585,1998741546,1998927586,1998897422,1998729488,1998731796,1998741121,1998741544,1998741941,1998897574,1999103609,1998894777,1998894782,1998894773,1998895937,1998895945,1998895923,1998896121,1998896443,1998897194,1998903725,1998927592,1998927588,1998927581,1998927599,1998927601,1998927595,1998927597,1998927594,1998927602,1999209311,1999210127,1999210255,1999210275,1999210274,1999219806,1999219812,1999219807,1999219808}"
1997397589,"{1999733422,1999733424,1999733420,1999728438,1999728466,1999733112,1999733383,1999733385,1999733387,1999733368,1999734617,1999728135}"
1997396006,"{1999755398,1999258905,1999265470,1999299845,1999262715,1999278395,1999287003}"
1997395225,"{1999225958,1999225959,1999225961,1999243705,1999243707,1999243708,1999281171}"
1997399022,{1999701461}
1997396303,{1999263668}
1997398116,{1999650137}
1997387190,"{1998863958,1999747964,1998757476,1998862913,1998863930,1998863923,1998863942,1998863951,1998888353,1998888356,1998897075,1998898207,1998898213,1998898216,1998932732}"
1838825434,"{1998907737,1998653446,1998725450,1998907744,1998907745,1998908885}"
1522973250,"{1999446565,1998962795,1999106321,1999181884,1999411662,1999411699}"
1997394955,"{1999652113,1999726264,1999174833,1999119022,1999127024,1999136358,1999136359,1999136992,1999137012,1999136997,1999152257,1999152258,1999152260,1999152261,1999152259,1999194070,1999194071,1999197388,1999197411,1999197405,1999197396,1999324850,1999337156,1999422407,1999454335,1999478063,1999516291}"
1997399046,{1999661046}
1997397223,"{1999586629,1999673948}"
1997392088,"{1999602640,1999642161,1999751554,1999753170,1999041288,1998917956,1998956105,1998956083,1999143260,1999143189,1999143216,1999218347,1999219477,1999219469,1999219467,1999219473,1999219480,1999219515,1999219495,1999219490,1999274415,1999274430,1999274449,1999274421,1999274425,1999274420,1999274427,1999295507,1999394135,1999602633}"
1954866236,"{1999747255,1999184180}"
1997396013,"{1999281582,1999281598}"
1997395849,"{1999257971,1999257948,1999257972,1999257941}"
1997397237,{1999573575}
1997389687,"{1998704389,1998704413,1998704461,1998706141,1998708133,1998706173,1998708277,1998708325,1998708733,1998708781,1998709621,1998711517,1998737533,1998708114,1998708714,1998704381,1999121101,1999121125,1999121149,1999121221,1998709637,1998711509,1998737453,1998737525,1998708315,1998708339,1998708771,1998708116,1999121115,1999121163,1998706850,1998709634,1998709802,1998711770,1998706115,1998706139,1998708731,1998708779,1998737483,1999121099,1998706129,1998708289,1998708337,1998708385,1998709609,1998709633,1998711769,1999121185,1999121209,1998708137,1998708713,1998708336,1998709800,1999121184,1999121208,1998704430,1998708246,1998708678,1998737502,1999121214,1998711547,1998704460,1998708108,1998708252,1998708732,1998708780,1998708804,1998709620,1998709644,1998709812,1998710796,1998711516,1998737484,1998737532,1998737556,1998768420,1999037988,1999121100,1999121148,1998704407,1998706183,1998708271,1998708295,1998708367,1998708391,1998708679,1998708799,1998709807,1998710791,1998711511,1998711535,1998737479,1998737503,1998737527,1998737551,1998768415,1999121119,1999121143,1999121167,1999121191,1998704384,1998704408,1998706136,1998708128,1998708272,1998708296,1998708344,1998708368,1998708776,1998708800,1998709640,1998709808,1998710792,1998711776,1998737480,1998737528,1998768416,1999121120,1999121144,1999121168,1999121192,1999121216,1998704385,1998704409,1998704433,1998704457,1998706113,1998706185,1998708129,1998708273,1998708297,1998708321,1998708369,1998708393,1998708729,1998708777,1998708801,1998709617,1998709641,1998709857,1998710793,1998710817,1998711537,1998711777,1998711801,1998737457,1998737481,1998737505,1998737529,1998737553,1999121121,1999121169,1999121193,1998704432,1998706153,1998708098,1998694699,1998699580,1998699628,1998699667,1998699664,1998704376,1998704382,1998704377,1998704378,1998704379,1998704380,1998704386,1998704383,1998704390,1998704387,1998704388,1998704375,1998704400,1998704401,1998704391,1998704394,1998704399,1998704395,1998704396,1998704397,1998704398,1998704418,1998704425,1998704415,1998704429,1998704426,1998704410,1998704416,1998704417,1998704422,1998704420,1998704419,1998704421,1998704423,1998704427,1998704411,1998704404,1998704406,1998704412,1998704428,1998704434,1998704437,1998704435,1998704439,1998704438,1998704440,1998704441,1998704448,1998704453,1998704442,1998704449,1998704450,1998704451,1998704446,1998704452,1998704443,1998704444,1998704445,1998704447,1998704454,1998704466,1998704458,1998704462,1998704459,1998704463,1998704464,1998704465,1998704470,1998704468,1998704467,1998704469,1998704471,1998704473,1998704456,1998706093,1998706098,1998706080,1998706097,1998706081,1998706082,1998706085,1998706087,1998706078,1998706102,1998706088,1998706107,1998706109,1998706111,1998706103,1998706143,1998706145,1998706127,1998706114,1998706131,1998706135,1998706126,1998706150,1998706147,1998706128,1998706151,1998706218,1998706168,1998706175,1998706191,1998706179,1998706206,1998706164,1998706166,1998706215,1998706177,1998706190,1998706172,1998706220,1998706221,1998706869,1998708068,1998708075,1998708085,1998708082,1998708090,1998708083,1998708086,1998708091,1998708092,1998708093,1998708097,1998708100,1998708106,1998708107,1998708094,1998708109,1998708111,1998708110,1998708112,1998708140,1998708139,1998708125,1998708126,1998708130,1998708134,1998708132,1998708119,1998708123,1998708113,1998708120,1998708235,1998708238,1998708239,1998708247,1998708242,1998708243,1998708244,1998708250,1998708249,1998708248,1998708261,1998708263,1998708278,1998708266,1998708268,1998708269,1998708270,1998708274,1998708279,1998708275,1998708257,1998708259,1998708264,1998708281,1998708282,1998708286,1998708285,1998708287,1998708284,1998708290,1998708291,1998708292,1998708293,1998708294,1998708280,1998708283,1998708288,1998708301,1998708298,1998708306,1998708300,1998708304,1998708308,1998708309,1998708310,1998708330,1998708342,1998708322,1998708326,1998708328,1998708334,1998708331,1998708332,1998708333,1998708311,1998708335,1998708317,1998708314,1998708341,1998708343,1998708323,1998708324,1998708345,1998708347,1998708348,1998708349,1998708351,1998708350,1998708354,1998708373,1998708360,1998708361,1998708365,1998708357,1998708358,1998708359,1998708362,1998708363,1998708366,1998708370,1998708372,1998708355,1998708374,1998708356,1998708364,1998708378,1998708375,1998708376,1998708380,1998708379,1998708381,1998708384,1998708394,1998708386,1998708383,1998708387,1998708388,1998708389,1998708390,1998708382,1998708395,1998708402,1998708398,1998708409,1998708411,1998708413,1998708414,1998708418,1998708404,1998708406,1998708415,1998708419,1998708420,1998708407,1998708416,1998708417,1998708426,1998708423,1998708421,1998708424,1998708425,1998708429,1998708430,1998708431,1998708428,1998708436,1998708438,1998708435,1998708427,1998708680,1998708681,1998708682,1998708683,1998708687,1998708684,1998708688,1998708721,1998708722,1998708699,1998708702,1998708710,1998708695,1998708691,1998708715,1998708694,1998708693,1998708718,1998708711,1998708692,1998708716,1998708717,1998708712,1998708689,1998708723,1998708724,1998708725,1998708726,1998708728,1998708734,1998708735,1998708738,1998708730,1998708743,1998708739,1998708740,1998708741,1998708744,1998708745,1998708746,1998708750,1998708748,1998708757,1998708752,1998708753,1998708755,1998708756,1998708758,1998708786,1998708761,1998708773,1998708775,1998708772,1998708778,1998708782,1998708764,1998708788,1998708760,1998708784,1998708785,1998708792,1998708793,1998708790,1998708791,1998708794,1998708796,1998708789,1998708798,1998708802,1998708806,1998708811,1998708803,1998708813,1998708815,1998708816,1998708818,1998708820,1998708822,1998708823,1998708824,1998709589,1998709591,1998709592,1998709593,1998709597,1998709594,1998709599,1998709596,1998709601,1998709606,1998709602,1998709605,1998709607,1998709603,1998709604,1998709618,1998709612,1998709613,1998709615,1998709622,1998709623,1998709625,1998709630,1998709626,1998709628,1998709629,1998709631,1998709611,1998709610,1998709635,1998709636,1998709639,1998709619,1998709643,1998709632,1998709799,1998709815,1998709803,1998709804,1998709806,1998709810,1998709817,1998709798,1998709818,1998709822,1998709819,1998709820,1998709797,1998709821,1998709823,1998709824,1998709825,1998709827,1998709828,1998709829,1998709830,1998709831,1998709832,1998709833,1998709837,1998709834,1998709835,1998709838,1998709836,1998709840,1998709842,1998709843,1998709848,1998709849,1998709844,1998709846,1998709858,1998709851,1998709854,1998709850,1998709852,1998709856,1998710784,1998710782,1998710785,1998710786,1998710787,1998710788,1998710789,1998710790,1998710794,1998710795,1998710783,1998710797,1998710799,1998710798,1998710806,1998710800,1998710801,1998710803,1998710804,1998710805,1998710821,1998710808,1998710810,1998710811,1998710812,1998710813,1998710819,1998710814,1998710820,1998710815,1998710823,1998710816,1998710824,1998710825,1998710828,1998710827,1998710831,1998710832,1998710830,1998711493,1998711489,1998711491,1998711494,1998711498,1998711495,1998711496,1998711499,1998711504,1998711505,1998711506,1998711507,1998711503,1998711502,1998711500,1998711510,1998711515,1998711518,1998711519,1998711520,1998711521,1998711508,1998711522,1998711523,1998711526,1998711524,1998711525,1998711546,1998711530,1998711529,1998711531,1998711533,1998711534,1998711542,1998711543,1998711544,1998711545,1998711550,1998711548,1998711549,1998711527,1998711551,1998711771,1998711772,1998711775,1998711781,1998711778,1998711779,1998711785,1998711782,1998711787,1998711788,1998711789,1998711792,1998711794,1998711791,1998711796,1998711797,1998711798,1998711802,1998711799,1998711806,1998711804,1998711800,1998711816,1998711818,1998711819,1998711820,1998711808,1998711809,1998711821,1998726638,1998726641,1998726640,1998737418,1998737430,1998737416,1998737428,1998737421,1998737420,1998737450,1998737451,1998737433,1998737447,1998737458,1998737463,1998737456,1998737465,1998737468,1998737452,1998737470,1998737473,1998737472,1998737474,1998737477,1998737478,1998737488,1998737491,1998737494,1998737492,1998737493,1998737495,1998737497,1998737499,1998737482,1998737509,1998737506,1998737514,1998737511,1998737510,1998737512,1998737513,1998737518,1998737516,1998737530,1998737515,1998737531,1998737520,1998737534,1998737535,1998737536,1998737537,1998737538,1998737539,1998737540,1998737541,1998737542,1998737545,1998737543,1998737549,1998737550,1998737548,1998737554,1998737555,1998768402,1998768429,1998768411,1998768413,1998768418,1998768422,1998768406,1998768407,1998768457,1998768442,1998768444,1998768453,1998769752,1998769747,1998774436,1998774437,1998800204,1998704403,1998710829,1998737544,1998768419,1999121190,1999037987,1999121102,1999121104,1999121092,1999121105,1999121111,1999121093,1999121154,1999121127,1999121117,1999121118,1999121122,1999121146,1999121126,1999121123,1999121150,1999121128,1999121153,1999121134,1999121132,1999121157,1999121136,1999121135,1999121159,1999121161,1999121141,1999121131,1999121155,1999121124,1999121162,1999121116,1999121140,1999121173,1999121202,1999121170,1999121194,1999121175,1999121171,1999121174,1999121198,1999121206,1999121176,1999121177,1999121203,1999121165,1999121166,1999121187,1999121164,1999121200,1999121201,1999121172,1999121196,1999121204,1999121181,1999121205,1999121186,1999121210,1999121211,1999121188,1999121218,1999121219,1999121220,1999162009}"
1997399126,{1999680979}
1997392729,"{1999102744,1999210069}"
1997397167,"{1999661823,1999711256}"
1997392744,"{1999021100,1999021099}"
1997395475,{1999169563}
1997392726,"{1998833869,1998833868,1998833864,1998833865,1998896981,1998896980,1999124363,1999124379}"
1997387943,"{1998780336,1999527837}"
1997390664,"{1998710293,1998714887,1998714892,1999264419,1999273553}"
1752676459,{1998716273}
1997394688,{1999055577}
1997390715,{1998692705}
1997398861,{1999725848}
1958095737,"{1999196144,1999196149,1999196143,1999196147,1999227798}"
1997398167,"{1999602902,1999730324}"
1997397007,"{1999737833,1999547513,1999445940}"
1997385436,"{1999622986,1999622978,1998825832}"
1997391452,{1998764287}
1997392188,"{1998977650,1998978338}"
1997388123,"{1998659242,1998828098,1998828102,1998659243,1998659241,1998659244,1998659245,1998659246,1998658738,1998755010,1998755011,1998755012,1998755006,1998755008,1998755009,1998774533,1998774535,1998774539,1998774546,1998774549,1998774550,1998776959,1998776961,1998776962,1998776963,1998776964,1998828090,1998828091,1998828096}"
1997395658,"{1999627906,1999615644,1999194793,1999198627,1999241809,1999241824,1999241873,1999241874,1999241875}"
1997392580,"{1998789680,1998792174,1998792169,1998792172,1998792168}"
1997389573,"{1998919170,1999064751,1999095758,1999097918,1998920105,1998917744,1998919149,1998920317,1998920453,1998917745,1998919010,1998919023,1998919027,1998919171,1998919173,1998919307,1998919403,1998920658,1998920970,1998921558,1998921747,1998921698,1998921748,1998921749,1999031821,1999065149,1999097452,1999114884,1999147990,1999174577,1999261561}"
1997396372,"{1999698835,1999757689}"
1997395654,"{1999296157,1999296154,1999296155,1999296156}"
1997391914,"{1999737900,1998883528,1998883523,1998883524,1998883539,1998883526,1998883532,1998883533,1998883536,1998883521,1999116939,1999116952,1999116945,1998883542,1998883522,1999077828,1999116773,1999116941,1999116943,1999116949,1999116950,1999116951,1999116953,1999116954,1999116957,1999119845}"
1997397929,"{1999700764,1999700771}"
1997392413,{1999083032}
1997394899,{1999183377}
1997394096,{1998967602}
1997395299,{1999161529}
1955793914,"{1999101365,1999565575,1999565577,1999125127,1999565573,1999565578,1999565568,1999578934}"
1997389688,"{1998702068,1999099178,1999703749,1999640489,1998879949,1999640493,1999640524,1999117173,1999640466,1999640496,1999640482,1999640530,1999640488,1999660303,1999640521,1999102865,1999102864,1999102866,1999640486,1998676303,1998685000,1998689333,1998735458,1998879948,1998906032,1998922519,1998968664,1998974219,1998982702,1999026991,1999102387,1999192934,1999265830,1999294358}"
1997397087,"{1999690612,1999610381,1999690613,1999690614,1999531684}"
1997397013,{1999542766}
1879514133,"{1999759001,1999240783,1999240784,1998802173,1998925927,1998869518,1998925092,1998925120,1998925928,1998926072,1998925931,1999240769,1999240778,1999240780,1999240777}"
1997398560,"{1999668694,1999701926}"
1997399889,{1999763446}
1923090762,"{1999058708,1999101565,1999058709,1999081582,1999081583,1999081585,1999081588,1999081595,1999081584,1999166303}"
1997396993,{1999359822}
1997385432,{1999290858}
1276587669,"{1998680053,1998887965,1998982234,1998680051,1998670838,1999098457,1999155769,1999155817,1999155841,1999098458,1999098455,1999098456,1999155846,1998662460,1998680052,1998982236,1999155823,1999155847,1999155824,1998680046,1998680050,1998679790,1998680039,1998679774,1998679796,1998680037,1998680068,1998680116,1998680094,1998680057,1998680084,1998680131,1998680118,1998680142,1998702024,1998702025,1998702026,1998702028,1998702027,1998702030,1998702031,1998702033,1998706299,1998722774,1998722777,1998816770,1998821296,1998826768,1998832047,1998880386,1998880380,1998880383,1998880385,1998880387,1998888423,1998888424,1998910088,1998978155,1998982170,1998982171,1998982237,1998982181,1998982231,1998982233,1998982239,1998982238,1998982241,1998982197,1998982338,1998982362,1998982342,1998982344,1998982368,1998982369,1998982372,1998982373,1998982374,1998982363,1998982377,1998982364,1998982381,1998982379,1998982382,1998982385,1998982380,1998982384,1999029280,1999084365,1999122231,1999155802,1999155760,1999155789,1999155770,1999155762,1999155794,1999155780,1999155791,1999155805,1999155810,1999155809,1999155834,1999155860,1999155815,1999155803,1999155807,1999155830,1999155804,1999155808,1999155814,1999155843,1999155828,1999155833,1999155822,1999155835,1999197689,1999197684,1999264847,1999265560}"
1997393241,"{1999134469,1999158482}"
1997396700,{1999632933}
1997395594,{1999198426}
1997393469,"{1998988314,1998988199,1998988254,1998988353,1998988467,1998988447,1998988487,1998988508,1998988756,1998988754,1999121659}"
1997399616,{1999738063}
1997393732,{1998982331}
1997397325,{1999686765}
1584564626,"{1998738897,1998738754,1998738936,1999197555,1999199343,1999303286}"
1997393831,"{1998946917,1998946907,1998946911,1998946918,1999021108,1999174247,1999174270,1999174244}"
1997390413,{1999609678}
1997391081,"{1999642947,1999642945,1998676355,1998722487}"
1997398755,{1999621748}
1997396125,{1999277633}
1967196030,"{1998671816,1998671845,1998691670,1998691671,1998691673,1998691675,1998691677,1998691678,1998691680,1998788024,1998788025,1998836089,1998836093,1998836099,1998836118,1998836133,1998836207,1998836221,1998995436,1999035278,1999048049,1999048052,1999048058,1999048062,1999080726,1999080729,1999080730,1999080731,1999080732,1999080735,1999080738,1999080739,1999080742,1999080743,1999080748,1999080749,1999080751,1999080752,1999080754,1999080755,1999080756,1999080757,1999080758,1999084240,1999093838,1999093841,1999093843,1999098674,1999098720,1999098737,1999098742,1999098745,1999098747,1999121695,1999121700,1999121701,1999157652,1999683149,1999733141,1999080750,1999187394,1998658248,1998670463,1998670464,1998671814,1998671835,1998671853,1998737741,1998737742,1998737746,1998788015,1998788017,1998788019,1998788021,1998788022,1998788023,1998788026,1998802124,1998836293,1999100923,1998890340,1998907016,1998972463,1998978352,1998995434,1999100937,1999101783,1999121697,1999121699,1999121703,1999121705,1999121706,1999156128,1999186586,1999187387,1999188280,1999188281,1999204557,1999256426,1999256725}"
1941981472,"{1999699770,1999647027,1999411120}"
1997393992,{1998965585}
1997392995,"{1998881917,1999265893,1999638884,1999283388,1999057340,1999057344,1998881921,1998944403,1999112949,1999035901,1999103420,1999123487,1999230128,1999265905,1999265882,1999283370,1999283371}"
1997399226,{1999695566}
1997390440,"{1999145623,1999148438}"
1997395674,{1999178056}
1997395462,"{1999271716,1999167162,1999178104,1999174031,1999160331,1999173957,1999193373,1999205258,1999216202,1999161443,1999176433,1999216201,1999193376,1999169052,1999288068,1999224391,1999227033,1999174038,1999173922,1999164002,1999169403,1999172658,1999185466,1999205261,1999210833,1999246460,1999281135,1999282656,1999282696}"
1873059504,"{1999258213,1999288882}"
1997395969,"{1999221094,1999221102,1999221086,1999221085,1999221081,1999221076}"
1997398344,"{1999624348,1999750800,1999750808}"
1997395979,{1999685329}
1787692315,{1998703191}
1997396932,"{1999664488,1999664497}"
939994297,"{1998685663,1999170505}"
1997395618,{1999679844}
1997394724,{1999076992}
1974783836,{1998931202}
1997395721,{1999499355}
1997397739,"{1999637590,1999600530}"
1997392705,"{1999300353,1999300361}"
1938237229,"{1999063401,1998753081,1999064182,1999062993}"
1971612670,{1998891614}
1997397172,{1999402928}
1997398100,"{1999730467,1999558285}"
1997397170,"{1999608681,1999670554,1999634466,1999636135,1999634469,1999694949,1999634471,1999636136,1999669916,1999549276}"
1997390681,"{1999038100,1999651345}"
1505986478,"{1998845983,1999293481}"
1965844011,{1999272018}
1766944494,"{1998678483,1998678522,1998678504,1998678489,1998678498,1998678505,1998678517,1998678496,1998678508,1998678501,1998678503,1998678509,1998678488,1998678512,1998678526,1998678525,1998678528,1998678524,1998729336,1998746942,1998847702,1999001357,1999304211,1999304266,1999304261,1999304271,1999304274,1999304281,1999304258,1999304278,1999304268,1999304256}"
1624778168,"{1998897086,1998881310,1998881311,1998881312,1998881300,1998881315,1998881317,1998881309,1998881319,1998881305,1998881320,1998881307,1998897127,1998897130,1998897133,1998982643,1999160347,1999219525,1999280067,1999490873,1999516108}"
1997393750,"{1999101606,1999101617,1999666556,1999672607,1999101621,1999303448,1999731165,1999622529,1999303449,1998981306,1999303446,1999303451,1999303445,1999303452,1999303447}"
1997391834,{1998814685}
1997387972,"{1999050605,1999050630,1999052384,1999745959,1999050623,1998645134,1998707823,1998859083,1999041968,1999041970,1999041969,1999576464,1999030153,1999030562,1999031569,1999062904,1999155320,1999160197,1999167120,1999238482,1999242329,1999242340,1999242337,1999242344,1999242321,1999255048,1999255049}"
1997399417,"{1999699130,1999698378}"
1997398820,"{1999744922,1999744944,1999744935,1999744941}"
