client_id,facebookbrands
1813087322,"{1998452403,1998447946,1999176158,1999203132,1999759882,1999759890,1999194719,1998373430,1998678894,1998866945,1998529797,1998923664,1998923727,1998524259,1998850521,1998256575,1998452292,1998256511,1998256653,1998256581,1999059110,1998771179,1998452264,1998447947,1998373400,1998256662,1998373414,1998447954,1998678834,1998373407,1998256534,1998452311,1998452309,1998447957,1998373403,1998256671,1998452270,1998256676,1999020563,1998256520,1998256658,1998256665,1998771268,1998256682,1998529753,1998771206,1998256705,1998256725,1999020559,1998923573,1998526381,1998996426,1998256523,1998996089,1998256533,1998996441,1998256545,1998452406,1998256531,1998452290,1998452396,1998771255,1998256574,1998996088,1998256692,1998256577,1998256582,1998678897,1998452268,1998373431,1998996432,1998524249,1998996093,1998256536,1999020553,1998996398,1998452399,1998256496,1998373428,1998447948,1999020558,1998771202,1998850424,1998904736,1998923630,1998771160,1999011115,1998256663,1998256703,1998771176,1998996437,1998256540,1998978171,1998524250,1999016351,1998524252,1998923709,1998923575,1998866935,1998674198,1999009786,1998678885,1998373416,1999016350,1998923682,1998452262,1999010286,1998670265,1998256710,1998996132,1998771186,1999009557,1998256670,1998529786,1998923649,1999010530,1998452410,1998256701,1998256576,1998256532,1998256735,1998771214,1998996397,1998996087,1998256650,1998996111,1998678892,1998373425,1998996115,1998256721,1998996120,1998996420,1998256704,1998256728,1998640725,1998256713,1999010059,1998923692,1998850510,1998447959,1998529791,1999011061,1998923640,1998866941,1998771267,1998256524,1998452326,1998996423,1998923695,1999009265,1998256580,1999010810,1998256679,1998256548,1999010745,1998256678,1998866952,1998452293,1998256716,1998452319,1998256669,1998256573,1998256571,1998256528,1999009422,1998452394,1998256723,1998256585,1998256522,1998996317,1999011159,1998256707,1998923614,1998256732,1998256729,1998256674,1998256544,1998256648,1998256712,1998996444,1998256527,1998996108,1998526387,1999020547,1998996139,1998256695,1998373418,1998447949,1998996110,1998256660,1998452269,1998256724,1998452286,1998256516,1998256584,1998452409,1998996396,1998452412,1998996431,1998529782,1998256696,1998256656,1998452259,1998996401,1998529788,1998923610,1998526391,1998452318,1998256572,1998524260,1998923729,1998452407,1998256649,1998256549,1998996403,1999010135,1998996136,1998996410,1998256542,1998452418,1998452315,1999010891,1998256722,1999009218,1998256693,1998373413,1998452285,1998447953,1998524244,1998792637,1999009924,1998771223,1998256546,1998256655,1998256686,1998452307,1998996102,1998996091,1998526382,1998923643,1998529784,1998452404,1998996448,1998452313,1998452299,1998256720,1998771263,1998256675,1998452295,1998256715,1998373394,1998674195,1998922069,1998447952,1998256498,1998256652,1998452261,1998996416,1998256579,1998526390,1998923607,1998256526,1998256661,1998256737,1998256583,1998256689,1998524245,1998452272,1998256684,1999035480,1998526385,1998327731,1998524263,1998923632,1998529796,1998373429,1998447950,1998996408,1998526402,1999020560,1999009133,1998256521,1998256645,1998771240,1998529794,1998923659,1998923621,1998526394,1998771189,1999096972,1998452267,1998256691,1999010457,1998452419,1999010359,1998867014,1998923582,1998996385,1999010687,1998923599,1998850439,1998526392,1998996388,1998902353,1998923596,1998256739,1998452304,1998256509,1998923673,1998256697,1998256530,1999020548,1998996434,1999009848,1998373411,1998678875,1998452283,1999009723,1998256537,1998452393,1998256657,1998524264,1998923740,1998996399,1998256586,1998674215,1998923714,1999020565,1998256733,1998996386,1998771272,1998771270,1998996445,1998256538,1998256717,1998674213,1998256680,1998866933,1998923637,1998996406,1999010966,1998923586,1998526388,1999009483,1998452280,1998452282,1998996393,1998774908,1998526395,1998256738,1998452415,1998256505,1998996118,1998640878,1999016346,1998996320,1998256529,1999009984,1998996134,1998524247,1998996145,1998923654,1998529793,1999010213,1998447958,1998996144,1998996412,1998923702,1998771210,1998996113,1998373412,1998447961,1998996391,1998524248,1998923699,1998996142,1999020556,1998452316,1998771196,1998923718,1999020549,1998529783,1999216572,1999625266,1998256495,1999261609,1998256708,1999615561,1999615564,1999615567,1999615569,1999615565,1999615570,1999757729,1999757710,1999757732,1999757714,1999757716,1999757723,1999757718,1999757738,1820913688,1999757740,1820907485,1998168192,1998256494,1999759754,1999759758,1826878382,1998249267,1999043025}"
1997387691,{1998292789}
1997398158,{1999694407}
1997392444,{1998755081}
1997395761,"{1999674384,1999674387,1999751914,1999751947,1999751952,1999751956,1999751958,1999751959,1999751962,1999752161,1999752338,1999752340,1999752354,1999752351,1999752360,1999752352,1999646099,1999646106,1999646108,1999646124,1999646127,1999646139,1999646118,1999646123,1999646086,1999751949,1999756359,1999646089,1999695742,1999695747,1999695751,1999646076}"
1997396280,"{1999305232,1999264775}"
1997396058,"{1999527678,1999702337,1999628276}"
1997393386,"{1999049274,1999049277,1999126707,1999048691,1998876310,1998876353,1998880667,1998876349,1998876350,1998876346,1998876348,1998889853,1999048683}"
1997388247,{1999056867}
1845987838,"{1948340356,1948331315,1948339517,1998348891,1948328366,1998296894,1998296890,1998296891,1998348887,1998296889,1876576632,1948339888,1998348893,1998348900,1998348894,1876576899,1998348889,1998348906,1876579413,1876575342,1998661508,1998348886,1998348890,1948341040,1948339671,1948340076,1948326949,1998348899,1998296896,1948335175,1998296892,1998348884,1998296888,1876574362,1948330834,1998348885,1876579884,1998348898,1998296897,1876573741,1907219192,1948340911,1998348895,1998296885,1948340573,1876577358,1925432283,1928655214,1998168359,1876575035,1998168382,1998348909,1876573249,1876554647,1876572757,1998348910,1998661292,1998661295,1998700565,1876553799,1876553028,1876551879,1876554314,1868099496,1955139367,1963318392,1963318964,1963321970,1963322969,1963323114,1963323281,1963322632,1998168363,1998168365,1998168358,1998232241,1998232251,1998311923,1998311924,1998311929,1998511088,1998661288,1998866874,1998866875,1999081355}"
1997386148,"{1999371751,1999637904,1998863117,1998618728,1998198442,1998209475,1998242812}"
1997391412,{1998615293}
1997395364,"{1999145050,1999145052,1999145048}"
1997396961,{1999332049}
693895744,"{1999113628,1940285306,1999440043,1998991699}"
1997399075,"{1999763934,1999763961}"
1997388438,{1998368655}
1997391941,"{1999203188,1998984118,1999203318,1999203398,1999203477,1999203489,1999203652,1999203362,1999203658,1999203438,1999203549,1999203551,1999204584,1998984116,1998984117,1998984120}"
1997394248,"{1999228297,1999008535,1999059189,1999059192,1999059194,1999059196}"
1997399524,"{1999715193,1999715196}"
1997393857,"{1999331126,1998937072,1998973500,1998937224,1998932282,1998932291,1998937207,1998937359,1998938268,1998937182,1998937465,1998932319,1998932285,1998973506,1998937149,1998973503,1998938349,1998932383,1998937460,1998932397,1998932287,1998938314,1998937176,1998937256,1998937188,1998932346,1998937110,1998938252,1998973502,1998932330,1998937054,1998932310,1998937464,1998932356,1998938136,1998932180,1998932247,1998937363,1998932237}"
1997398090,"{1999544244,1999548323}"
1997396971,"{1999363582,1999732969,1999351595,1999333035,1999351596,1999356093,1999529023,1999529025,1999351593,1999351592,1999699530,1999351591}"
1997394638,{1999210964}
1997393840,"{1999031217,1999642549}"
1997392850,"{1998806481,1998806483,1998806590}"
1997386430,"{1999096146,1999096144,1998778194,1999096485,1998778185,1998778183,1998418923,1998418924,1998418906,1999096149,1999096152,1999096154,1999096786,1999242100,1999242109,1999242110,1999242101,1999242149,1999242116,1999096147,1998778192,1998778191,1998493940,1998778184,1998490184,1998252165,1998418921,1998418920,1998493933,1998488375,1998493935,1998418904,1999093747}"
1722928256,"{1999153948,1999153946,1999153952,1999153950,1999155039,1999665591,1999224714,1999660254,1999000351,1999000202,1999000124,1998973549,1999000386,1999120578,1999000397,1998636325,1999000401,1999000185,1999000323,1998636323,1999000286,1999000113,1998918938,1999000392,1998918936,1998997524,1998636322,1999000198,1999000145,1999000114,1999000375,1998714982,1999000187,1999000638,1998918934,1999000206,1998991424,1999000350,1999000289,1999000154,1999000122,1999000168,1999000270,1999000377,1999000316,1999000361,1999000282,1999000158,1998636324,1999031527,1999000337,1998944517,1998973548,1999000125,1999000135,1999000642,1999000318,1998973547,1999000126,1999000312,1999000636,1999000302,1999000150,1999000129,1999000620,1998806623,1999000290,1999000369,1998944223,1999000305,1999000273,1998997515,1998714975,1999000118,1999000133,1999000203,1998714976,1999000382,1998426600,1999000300,1998996073,1999000164,1999000335,1999000277,1998944224,1999000117,1999000356,1999000196,1998997518,1999000181,1999000309,1999000131,1998944516,1998997497,1999000142,1999194736,1999657180,1998426596,1998426598,1999227467,1999227469,1999227470,1999658258,1999658259,1999224709,1999224711,1999224717,1999224719,1998426550,1998426592,1998426599,1998427010,1999222833,1999222831,1909630383,1998232514,1998232516,1998426531,1998426529,1998426535,1998329913,1998426547,1998427108,1998177464,1998714972,1998232497,1998918928,1999256336,1999256338,1999256339,1999256342,1999256344,1999256345,1999256347,1999256349,1999256350,1999256351,1999282940,1999286541,1999286611,1999317952,1999345553,1999325641,1999370284,1999627468,1999391999,1998500781,1999529506,1998427110,1999637396,1998500782,1998636321,1999651307,1999651309,1999694885,1999651312,1999694883,1998636320,1998427006,1998427011,1998426558,1998426591,1998426556,1998224912,1998265107,1998461790,1998944511,1998944219,1998944522,1998960913,1999081675,1999090119,1999090109,1999090101}"
1803907578,"{1999392895,1999210126,1998927564,1998898295,1999022414,1998927559,1998927576,1999022410,1998927572,1999022425,1999051754,1999022403,1998895936,1999022418,1998895932,1998895931,1999022412,1999051766,1999051751,1998927560,1999022393,1998894772,1998898292,1998898299,1999051780,1999022431,1998927562,1998896095,1999051772,1998898297,1999051752,1999022428,1999051775,1999022420,1998927552,1999051764,1999051748,1999022423,1998927571,1998927561,1999051756,1998927557,1999051757,1998927567,1998927577,1998927574,1999051770,1999022419,1998742145,1999051773,1999051750,1998927569,1998898294,1998927563,1999051749,1998742272,1998788439,1999022421,1998898291,1999022406,1998830340,1998927558,1999022417,1999022426,1999022396,1999051761,1998903651,1999022394,1999022405,1998895944,1998927575,1998930654,1999101944,1998742267,1999051778,1999022407,1998894678,1998895925,1998928232,1998895928,1998676679,1998741110,1998741506,1999210253,1999210271,1945275131,1999209309,1998549456,1998741496,1998741195,1998742144,1999403283,1998741111,1945275256,1998741117,1945275026,1998741175,1999029617}"
1997395399,"{1999144951,1999144706}"
1997395225,"{1999225955,1999225788,1999225787,1999243700,1999225792,1999617952,1999243701,1999225794}"
1997396863,"{1999364923,1999326762,1999332479}"
1997397522,"{1999622616,1999622623,1999622678,1999622446,1999622458,1999550561,1999550562,1999550563,1999550564,1999550565}"
1997396303,{1999263667}
1997400093,"{1999761084,1999761088,1999761091}"
1997398116,"{1999558589,1999695029,1999693524,1999700469,1999700472}"
1838825434,"{1998731880,1998516116,1999745054,1998725423,1998908928}"
1997394955,"{1999662891,1999663386,1999663388,1999663392,1999137008,1999151180,1999151182,1999151183,1999151186,1999151189,1999151191,1999151192,1999136995,1999129044,1999136352,1999317155,1999478056,1999129040,1999637146,1999594487,1999594491,1999594496,1999594519,1999594522,1999594526,1999594534,1999594537,1999756108,1999119025,1999127022,1999552784,1999143067,1999136985,1999145219}"
1614959619,"{1998224845,1998224848,1998224842,1998224843,1998224837,1998226789,1998224834,1998203314,1928930956,1998224833,1999214255,1998203320,1998191984,1998224827}"
1997387598,{1998287261}
1997398289,"{1999570480,1999570496,1999570485,1999570491}"
1997392088,"{1999669851,1999175591,1999175595,1999193011,1999192258,1999193020,1999470523,1999192355,1999193019,1999374672,1999470506,1999470507,1999374673,1999331985,1999470494,1999470497,1999684550,1999470500,1999470503,1999470505,1999416164,1999470510,1999470511,1999470513,1999470514,1999684551,1999470515,1999408815,1999684552,1999684554,1999470517,1999470518,1999470519,1999470520,1999470521,1999470524,1999684556,1999470525,1999374674,1999470526,1999345286,1999346715,1999470528,1999470529,1999355146,1998917967,1999470533,1999470534,1999470535,1999374675,1999684557,1999345281,1999345280,1998940875,1999345282,1999345283,1999205247,1999394119,1999394118,1999394120,1999394125,1999394127,1999205216,1999757182,1999757183,1999757184,1999684559,1999205242,1999219486,1999205224,1999219470,1999219514,1999205153,1999684562,1999205121,1999527813,1999219508,1999175575,1999219464,1999219489,1999274412,1999219483,1999219507,1999356833,1999219472,1999600295,1999219479,1999219494,1999600304,1999219466,1999219506,1999755447,1999345528,1999171302,1999755448,1999345535,1999755449,1999755481,1999640897,1998920823,1999682767,1998917959,1999755482,1999682776,1999755483,1999095645,1999095646,1999095647,1999558585,1999095642,1999558588,1999558595,1999737960,1999274423,1999274428,1999274426,1999514786,1999514795,1999274448,1999274418,1999345534,1999514789,1999514790,1999737962,1999737961,1999737963,1999558596,1999360882,1999302073,1999683118,1999683137,1999683125,1999683133,1999683127,1999683130,1999683140,1999683135,1999328110,1999331986,1999683138,1999683139,1999683142,1999683143,1999355151,1999558597,1998951941,1999420261,1999449733,1999449740,1999463965,1999463968,1999463966,1999465293,1999465294,1999465297,1999465299,1999465301,1999465295,1999465298,1999465300,1999465296,1999517843,1999517844,1999517846,1999095640,1999517847,1999627891,1999627892,1999752855,1999597827,1999598872,1999599169,1999599237,1999748990,1999749080,1999029784,1999597830,1999599170,1999599173,1999599175,1999641275,1999641284,1999688395,1999688563,1999750777,1999750779,1999750783,1999750785,1999750815,1999607135,1999607137,1998940849,1999026624,1998951191,1998951192,1998951193,1999699728,1999699726,1999699729,1999699727,1999726521,1998941146,1998917968,1999733734,1998893994,1998921472,1998941141,1998940847,1998941145,1998956118,1998956116,1998956117,1998958486,1998958484,1998989693,1998989699}"
1997393793,"{1999582902,1999754965}"
1997398903,"{1999663337,1999663341,1999663343,1999663347,1999663352}"
1997397237,{1999573495}
1997396100,{1999243022}
1997394392,{1999038342}
1997392744,"{1999176996,1999732681,1998804833,1999021098}"
1997392729,"{1999210070,1999032145,1999629083,1999102741}"
1997392471,"{1998760353,1998760356,1998760359}"
1997395475,"{1999313033,1999315869,1999315868,1999315891,1999315887,1999315897,1999315898,1999315900,1999315889,1999315902,1999315931,1999313061,1999315871,1999315884,1999155494,1999315866}"
1997397167,{1999406735}
1997398683,"{1999673106,1999623302,1999617037,1999623306,1999623305,1999623303}"
1997392726,"{1998896979,1998816358,1999099710,1998896984,1999124356,1998896986,1998896982,1999124381,1999124359,1998976313,1998995984,1998896975,1998896976,1999099709,1999124372,1999124415,1999302024,1999302021,1999302023,1999302019,1999302020,1999302022,1999302025,1999321435,1998816350,1998896972,1998816357,1998816356,1998896978,1998896974,1998816349,1998896973}"
1997395765,"{1999237836,1999237837,1999609386,1999237835,1999206677}"
1752676459,"{1998789359,1998789354,1998789358,1998518362,1998530624,1998588495,1998789353,1998789357,1998860509}"
1997398626,{1999632655}
1997393762,{1999278801}
1997394688,{1999055575}
1958095737,"{1999584937,1999584948,1999584939,1999584949,1999584951,1999265038,1999196132,1999196131,1999196135,1999196138,1999582996}"
1997398167,"{1999733080,1999734461}"
1997397007,"{1999544274,1999605004,1999443636,1999616615,1999616616}"
1997395509,"{1999171685,1999173861,1999174408,1999174411,1999171677,1999171683,1999171680}"
1997389577,"{1999361441,1999361444,1998900824,1998503825,1999464546,1999464560,1999464556,1999464558,1999464555,1999747373,1999361446}"
1997392188,"{1998771650,1998749044,1998977640}"
1997385352,"{1998153922,1998155145}"
1997398876,"{1999639555,1999640921,1999640925,1999640927,1999640934,1999640940,1999640943,1999640945,1999640947,1999639553,1999639557,1999639558,1999639559,1999639560,1999640951,1999639561,1999640953,1999639562,1999640954,1999640968,1999640955,1999639563,1999639564,1999639565,1999639570,1999640957,1999640959,1999639566,1999639568,1999639571,1999640960,1999640961,1999640962,1999639573,1999639554,1999639574,1999640963,1999640964,1999640965,1999640974,1999639575,1999639577,1999640967,1999639578,1999640969,1999639579,1999640972,1999639581,1999639582,1999640973,1999640976,1999640977,1999640979,1999640980,1999640986,1999640988,1999640992,1999640994,1999640989,1999640991,1999640993,1999640996,1999640998,1999641003,1999641004,1999641005,1999641007,1999641008,1999641009,1999641011,1999641013,1999641015,1999641014,1999649450,1999639556}"
1997392580,"{1998792120,1998789455,1998789459,1998789461}"
